"id","year_film","year_ceremony","ceremony","category","name","film","winner"
963,1940,1941,13,"ART DIRECTION (Color)","Hans Dreier, Roland Anderson","North West Mounted Police","NOMINATED"
964,1940,1941,13,"ART DIRECTION (Color)","Vincent Korda","The Thief of Bagdad","WINNER"
1026,1940,1941,13,"OUTSTANDING PRODUCTION","Warner Bros.","All This, and Heaven Too","NOMINATED"
1027,1940,1941,13,"OUTSTANDING PRODUCTION","Walter Wanger (production company)","Foreign Correspondent","NOMINATED"
1028,1940,1941,13,"OUTSTANDING PRODUCTION","20th Century-Fox","The Grapes of Wrath","NOMINATED"
1029,1940,1941,13,"OUTSTANDING PRODUCTION","Charles Chaplin Productions","The Great Dictator","NOMINATED"
1030,1940,1941,13,"OUTSTANDING PRODUCTION","RKO Radio","Kitty Foyle","NOMINATED"
1031,1940,1941,13,"OUTSTANDING PRODUCTION","Warner Bros.","The Letter","NOMINATED"
1032,1940,1941,13,"OUTSTANDING PRODUCTION","Argosy-Wanger","The Long Voyage Home","NOMINATED"
1033,1940,1941,13,"OUTSTANDING PRODUCTION","Sol Lesser (production company)","Our Town","NOMINATED"
1034,1940,1941,13,"OUTSTANDING PRODUCTION","Metro-Goldwyn-Mayer","The Philadelphia Story","NOMINATED"
1035,1940,1941,13,"OUTSTANDING PRODUCTION","Selznick International Pictures","Rebecca","WINNER"
1108,1941,1942,14,"ART DIRECTION (Black-and-White)","Art Direction:  Perry Ferguson, Van Nest Polglase;  Interior Decoration:  Al Fields, Darrell Silvera","Citizen Kane","NOMINATED"
1109,1941,1942,14,"ART DIRECTION (Black-and-White)","Art Direction:  Martin Obzina, Jack Otterson;  Interior Decoration:  Russell A. Gausman","The Flame of New Orleans","NOMINATED"
1110,1941,1942,14,"ART DIRECTION (Black-and-White)","Art Direction:  Hans Dreier, Robert Usher;  Interior Decoration:  Sam Comer","Hold Back the Dawn","NOMINATED"
1111,1941,1942,14,"ART DIRECTION (Black-and-White)","Art Direction:  Richard Day, Nathan Juran;  Interior Decoration:  Thomas Little","How Green Was My Valley","WINNER"
1112,1941,1942,14,"ART DIRECTION (Black-and-White)","Art Direction:  Lionel Banks;  Interior Decoration:  George Montgomery","Ladies in Retirement","NOMINATED"
1113,1941,1942,14,"ART DIRECTION (Black-and-White)","Art Direction:  Stephen Goosson;  Interior Decoration:  Howard Bristol","The Little Foxes","NOMINATED"
1114,1941,1942,14,"ART DIRECTION (Black-and-White)","Art Direction:  John Hughes;  Interior Decoration:  Fred MacLean","Sergeant York","NOMINATED"
1115,1941,1942,14,"ART DIRECTION (Black-and-White)","Sis Hopkins","Sis Hopkins","NOMINATED"
1116,1941,1942,14,"ART DIRECTION (Black-and-White)","Art Direction:  John DuCasse Schulze;  Interior Decoration:  Edward G. Boyle","The Son of Monte Cristo","NOMINATED"
1117,1941,1942,14,"ART DIRECTION (Black-and-White)","Art Direction:  Alexander Golitzen;  Interior Decoration:  Richard Irvine","Sundown","NOMINATED"
1118,1941,1942,14,"ART DIRECTION (Black-and-White)","Art Direction:  Vincent Korda;  Interior Decoration:  Julia Heron","That Hamilton Woman","NOMINATED"
1119,1941,1942,14,"ART DIRECTION (Black-and-White)","Art Direction:  Cedric Gibbons, Randall Duell;  Interior Decoration:  Edwin B. Willis","When Ladies Meet","NOMINATED"
1120,1941,1942,14,"ART DIRECTION (Color)","Art Direction:  Richard Day, Joseph C. Wright;  Interior Decoration:  Thomas Little","Blood and Sand","NOMINATED"
1121,1941,1942,14,"ART DIRECTION (Color)","Art Direction:  Cedric Gibbons, Urie McCleary;  Interior Decoration:  Edwin B. Willis","Blossoms in the Dust","WINNER"
1122,1941,1942,14,"ART DIRECTION (Color)","Art Direction:  Raoul Pene du Bois;  Interior Decoration:  Stephen A. Seymour","Louisiana Purchase","NOMINATED"
1291,1942,1943,15,"ART DIRECTION (Black-and-White)","Art Direction:  Max Parker, Mark-Lee Kirk;  Interior Decoration:  Casey Roberts","George Washington Slept Here","NOMINATED"
1292,1942,1943,15,"ART DIRECTION (Black-and-White)","Art Direction:  Albert S. D'Agostino;  Interior Decoration:  Darrell Silvera, Al Fields","The Magnificent Ambersons","NOMINATED"
1293,1942,1943,15,"ART DIRECTION (Black-and-White)","Art Direction:  Perry Ferguson;  Interior Decoration:  Howard Bristol","The Pride of the Yankees","NOMINATED"
