"id","year_film","year_ceremony","ceremony","category","name","film","winner"
3641,1960,1961,33,"COSTUME DESIGN (Color)","Valles, Bill Thomas","Spartacus","WINNER"
3642,1960,1961,33,"COSTUME DESIGN (Color)","Marjorie Best","Sunrise at Campobello","NOMINATED"
3755,1961,1962,34,"COSTUME DESIGN (Black-and-White)","Dorothy Jeakins","The Children's Hour","NOMINATED"
3756,1961,1962,34,"COSTUME DESIGN (Black-and-White)","Howard Shoup","Claudelle Inglish","NOMINATED"
3757,1961,1962,34,"COSTUME DESIGN (Black-and-White)","Jean Louis","Judgment at Nuremberg","NOMINATED"
3758,1961,1962,34,"COSTUME DESIGN (Black-and-White)","Piero Gherardi","La Dolce Vita","WINNER"
3759,1961,1962,34,"COSTUME DESIGN (Black-and-White)","Yoshiro Muraki","Yojimbo","NOMINATED"
3760,1961,1962,34,"COSTUME DESIGN (Color)","Bill Thomas","Babes in Toyland","NOMINATED"
3761,1961,1962,34,"COSTUME DESIGN (Color)","Jean Louis","Back Street","NOMINATED"
3762,1961,1962,34,"COSTUME DESIGN (Color)","Irene Sharaff","Flower Drum Song","NOMINATED"
3763,1961,1962,34,"COSTUME DESIGN (Color)","Edith Head, Walter Plunkett","Pocketful of Miracles","NOMINATED"
3764,1961,1962,34,"COSTUME DESIGN (Color)","Irene Sharaff","West Side Story","WINNER"
3879,1962,1963,35,"COSTUME DESIGN (Black-and-White)","Don Feld","Days of Wine and Roses","NOMINATED"
3880,1962,1963,35,"COSTUME DESIGN (Black-and-White)","Edith Head","The Man Who Shot Liberty Valance","NOMINATED"
3881,1962,1963,35,"COSTUME DESIGN (Black-and-White)","Ruth Morley","The Miracle Worker","NOMINATED"
3882,1962,1963,35,"COSTUME DESIGN (Black-and-White)","Denny Vachlioti","Phaedra","NOMINATED"
3883,1962,1963,35,"COSTUME DESIGN (Black-and-White)","Norma Koch","What Ever Happened to Baby Jane?","WINNER"
3884,1962,1963,35,"COSTUME DESIGN (Color)","Bill Thomas","Bon Voyage!","NOMINATED"
3885,1962,1963,35,"COSTUME DESIGN (Color)","Orry-Kelly","Gypsy","NOMINATED"
3886,1962,1963,35,"COSTUME DESIGN (Color)","Dorothy Jeakins","Meredith Willson's The Music Man","NOMINATED"
3887,1962,1963,35,"COSTUME DESIGN (Color)","Edith Head","My Geisha","NOMINATED"
3888,1962,1963,35,"COSTUME DESIGN (Color)","Mary Wills","The Wonderful World of the Brothers Grimm","WINNER"
3997,1963,1964,36,"COSTUME DESIGN (Black-and-White)","Piero Gherardi","Federico Fellini's 8-1/2","WINNER"
3998,1963,1964,36,"COSTUME DESIGN (Black-and-White)","Edith Head","Love with the Proper Stranger","NOMINATED"
3999,1963,1964,36,"COSTUME DESIGN (Black-and-White)","Travilla","The Stripper","NOMINATED"
4000,1963,1964,36,"COSTUME DESIGN (Black-and-White)","Bill Thomas","Toys in the Attic","NOMINATED"
4001,1963,1964,36,"COSTUME DESIGN (Black-and-White)","Edith Head","Wives and Lovers","NOMINATED"
4002,1963,1964,36,"COSTUME DESIGN (Color)","Donald Brooks","The Cardinal","NOMINATED"
4003,1963,1964,36,"COSTUME DESIGN (Color)","Irene Sharaff, Vittorio Nino Novarese, Renie","Cleopatra","WINNER"
4004,1963,1964,36,"COSTUME DESIGN (Color)","Walter Plunkett","How the West Was Won","NOMINATED"
4005,1963,1964,36,"COSTUME DESIGN (Color)","Piero Tosi","The Leopard","NOMINATED"
4006,1963,1964,36,"COSTUME DESIGN (Color)","Edith Head","A New Kind of Love","NOMINATED"
4121,1964,1965,37,"COSTUME DESIGN (Black-and-White)","Edith Head","A House Is Not a Home","NOMINATED"
4122,1964,1965,37,"COSTUME DESIGN (Black-and-White)","Norma Koch","Hush...Hush, Sweet Charlotte","NOMINATED"
4123,1964,1965,37,"COSTUME DESIGN (Black-and-White)","Howard Shoup","Kisses for My President","NOMINATED"
4124,1964,1965,37,"COSTUME DESIGN (Black-and-White)","Dorothy Jeakins","The Night of the Iguana","WINNER"
4125,1964,1965,37,"COSTUME DESIGN (Black-and-White)","René Hubert","The Visit","NOMINATED"
4126,1964,1965,37,"COSTUME DESIGN (Color)","Margaret Furse","Becket","NOMINATED"
4127,1964,1965,37,"COSTUME DESIGN (Color)","Tony Walton","Mary Poppins","NOMINATED"
4128,1964,1965,37,"COSTUME DESIGN (Color)","Cecil Beaton","My Fair Lady","WINNER"
4129,1964,1965,37,"COSTUME DESIGN (Color)","Morton Haack","The Unsinkable Molly Brown","NOMINATED"
4130,1964,1965,37,"COSTUME DESIGN (Color)","Edith Head, Moss Mabry","What a Way to Go!","NOMINATED"
4243,1965,1966,38,"COSTUME DESIGN (Black-and-White)","Julie Harris","Darling","WINNER"
4244,1965,1966,38,"COSTUME DESIGN (Black-and-White)","Moss Mabry","Morituri","NOMINATED"
4245,1965,1966,38,"COSTUME DESIGN (Black-and-White)","Howard Shoup","A Rage to Live","NOMINATED"
4246,1965,1966,38,"COSTUME DESIGN (Black-and-White)","Bill Thomas, Jean Louis","Ship of Fools","NOMINATED"
4247,1965,1966,38,"COSTUME DESIGN (Black-and-White)","Edith Head","The Slender Thread","NOMINATED"
4248,1965,1966,38,"COSTUME DESIGN (Color)","Vittorio Nino Novarese","The Agony and the Ecstasy","NOMINATED"
4249,1965,1966,38,"COSTUME DESIGN (Color)","Phyllis Dalton","Doctor Zhivago","WINNER"
4250,1965,1966,38,"COSTUME DESIGN (Color)","Vittorio Nino Novarese, Marjorie Best","The Greatest Story Ever Told","NOMINATED"
4251,1965,1966,38,"COSTUME DESIGN (Color)","Edith Head, Bill Thomas","Inside Daisy Clover","NOMINATED"
4252,1965,1966,38,"COSTUME DESIGN (Color)","Dorothy Jeakins","The Sound of Music","NOMINATED"
4368,1966,1967,39,"COSTUME DESIGN (Black-and-White)","Danilo Donati","The Gospel According to St. Matthew","NOMINATED"
4369,1966,1967,39,"COSTUME DESIGN (Black-and-White)","Danilo Donati","Mandragola","NOMINATED"
4370,1966,1967,39,"COSTUME DESIGN (Black-and-White)","Helen Rose","Mister Buddwing","NOMINATED"
4371,1966,1967,39,"COSTUME DESIGN (Black-and-White)","Jocelyn Rickards","Morgan!","NOMINATED"
4372,1966,1967,39,"COSTUME DESIGN (Black-and-White)","Irene Sharaff","Who's Afraid of Virginia Woolf?","WINNER"
4373,1966,1967,39,"COSTUME DESIGN (Color)","Jean Louis","Gambit","NOMINATED"
4374,1966,1967,39,"COSTUME DESIGN (Color)","Dorothy Jeakins","Hawaii","NOMINATED"
4375,1966,1967,39,"COSTUME DESIGN (Color)","Piero Gherardi","Juliet of the Spirits","NOMINATED"
4376,1966,1967,39,"COSTUME DESIGN (Color)","Elizabeth Haffenden, Joan Bridge","A Man for All Seasons","WINNER"
4377,1966,1967,39,"COSTUME DESIGN (Color)","Edith Head","The Oscar","NOMINATED"
4482,1967,1968,40,"COSTUME DESIGN","Theadora Van Runkle","Bonnie and Clyde","NOMINATED"
4483,1967,1968,40,"COSTUME DESIGN","John Truscott","Camelot","WINNER"
4484,1967,1968,40,"COSTUME DESIGN","Bill Thomas","The Happiest Millionaire","NOMINATED"
4485,1967,1968,40,"COSTUME DESIGN","Irene Sharaff, Danilo Donati","The Taming of the Shrew","NOMINATED"
4486,1967,1968,40,"COSTUME DESIGN","Jean Louis","Thoroughly Modern Millie","NOMINATED"
4591,1968,1969,41,"COSTUME DESIGN","Margaret Furse","The Lion in Winter","NOMINATED"
4592,1968,1969,41,"COSTUME DESIGN","Phyllis Dalton","Oliver!","NOMINATED"
4593,1968,1969,41,"COSTUME DESIGN","Morton Haack","Planet of the Apes","NOMINATED"
4594,1968,1969,41,"COSTUME DESIGN","Danilo Donati","Romeo and Juliet","WINNER"
4595,1968,1969,41,"COSTUME DESIGN","Donald Brooks","Star!","NOMINATED"
4699,1969,1970,42,"COSTUME DESIGN","Margaret Furse","Anne of the Thousand Days","WINNER"
4700,1969,1970,42,"COSTUME DESIGN","Ray Aghayan","Gaily, Gaily","NOMINATED"
4701,1969,1970,42,"COSTUME DESIGN","Irene Sharaff","Hello, Dolly!","NOMINATED"
4702,1969,1970,42,"COSTUME DESIGN","Edith Head","Sweet Charity","NOMINATED"
4703,1969,1970,42,"COSTUME DESIGN","Donfeld","They Shoot Horses, Don't They?","NOMINATED"
4804,1970,1971,43,"COSTUME DESIGN","Edith Head","Airport","NOMINATED"
4805,1970,1971,43,"COSTUME DESIGN","Nino Novarese","Cromwell","WINNER"
4806,1970,1971,43,"COSTUME DESIGN","Donald Brooks, Jack Bear","Darling Lili","NOMINATED"
4807,1970,1971,43,"COSTUME DESIGN","Bill Thomas","The Hawaiians","NOMINATED"
4808,1970,1971,43,"COSTUME DESIGN","Margaret Furse","Scrooge","NOMINATED"
4911,1971,1972,44,"COSTUME DESIGN","Bill Thomas","Bedknobs and Broomsticks","NOMINATED"
4912,1971,1972,44,"COSTUME DESIGN","Piero Tosi","Death in Venice","NOMINATED"
4913,1971,1972,44,"COSTUME DESIGN","Margaret Furse","Mary, Queen of Scots","NOMINATED"
4914,1971,1972,44,"COSTUME DESIGN","Yvonne Blake, Antonio Castillo","Nicholas and Alexandra","WINNER"
4915,1971,1972,44,"COSTUME DESIGN","Morton Haack","What's the Matter with Helen?","NOMINATED"
5015,1972,1973,45,"COSTUME DESIGN","Anna Hill Johnstone","The Godfather","NOMINATED"
5016,1972,1973,45,"COSTUME DESIGN","Bob Mackie, Ray Aghayan, Norma Koch","Lady Sings the Blues","NOMINATED"
5017,1972,1973,45,"COSTUME DESIGN","Paul Zastupnevich","The Poseidon Adventure","NOMINATED"
5018,1972,1973,45,"COSTUME DESIGN","Anthony Powell","Travels with My Aunt","WINNER"
5019,1972,1973,45,"COSTUME DESIGN","Anthony Mendleson","Young Winston","NOMINATED"
5119,1973,1974,46,"COSTUME DESIGN","Marik Vos","Cries and Whispers","NOMINATED"
5120,1973,1974,46,"COSTUME DESIGN","Piero Tosi","Ludwig","NOMINATED"
5121,1973,1974,46,"COSTUME DESIGN","Edith Head","The Sting","WINNER"
5122,1973,1974,46,"COSTUME DESIGN","Donfeld","Tom Sawyer","NOMINATED"
5123,1973,1974,46,"COSTUME DESIGN","Dorothy Jeakins, Moss Mabry","The Way We Were","NOMINATED"
5222,1974,1975,47,"COSTUME DESIGN","Anthea Sylbert","Chinatown","NOMINATED"
5223,1974,1975,47,"COSTUME DESIGN","John Furness","Daisy Miller","NOMINATED"
5224,1974,1975,47,"COSTUME DESIGN","Theadora Van Runkle","The Godfather Part II","NOMINATED"
5225,1974,1975,47,"COSTUME DESIGN","Theoni V. Aldredge","The Great Gatsby","WINNER"
