Year_Film,Year_Ceremony,Ceremony,Category,Name,Film,Winner
1968,1969,41,CINEMATOGRAPHY,Pasqualino De Santis,Romeo and Juliet,WINNER
1968,1969,41,CINEMATOGRAPHY,Ernest Laszlo,Star!,NOMINATED
1968,1969,41,COSTUME DESIGN,Margaret Furse,The Lion in Winter,NOMINATED
1968,1969,41,COSTUME DESIGN,Phyllis Dalton,Oliver!,NOMINATED
1968,1969,41,COSTUME DESIGN,Morton Haack,Planet of the Apes,NOMINATED
1968,1969,41,COSTUME DESIGN,Danilo Donati,Romeo and Juliet,WINNER
1968,1969,41,COSTUME DESIGN,Donald Brooks,Star!,NOMINATED
1968,1969,41,DIRECTING,Gillo Pontecorvo,The Battle of Algiers,NOMINATED
1968,1969,41,DIRECTING,Anthony Harvey,The Lion in Winter,NOMINATED
1968,1969,41,DIRECTING,Carol Reed,Oliver!,WINNER
1968,1969,41,DIRECTING,Franco Zeffirelli,Romeo and Juliet,NOMINATED
1968,1969,41,DIRECTING,Stanley Kubrick,2001: A Space Odyssey,NOMINATED
1968,1969,41,DOCUMENTARY (Feature),"James Blue, Producer",A Few Notes on Our Food Problem,NOMINATED
1968,1969,41,DOCUMENTARY (Feature),"Bill McGaw, Producer",Journey into Self,WINNER
1968,1969,41,DOCUMENTARY (Feature),"William Cayton, Producer",The Legendary Champions,NOMINATED
1968,1969,41,DOCUMENTARY (Feature),"David H. Sawyer, Producer",Other Voices,NOMINATED
1968,1969,41,DOCUMENTARY (Feature),"Robert Cohn and Alex Grasshoff, Producers",Young Americans,NOMINATED
1968,1969,41,DOCUMENTARY (Short Subject),"Fali Bilimoria, Producer",The House That Ananda Built,NOMINATED
1968,1969,41,DOCUMENTARY (Short Subject),"Lee R. Bobker, Producer",The Revolving Door,NOMINATED
1968,1969,41,DOCUMENTARY (Short Subject),"Thomas P. Kelly, Jr., Producer",A Space to Grow,NOMINATED
1968,1969,41,DOCUMENTARY (Short Subject),"Dan E. Weisburd, Producer",A Way Out of the Wilderness,NOMINATED
1968,1969,41,DOCUMENTARY (Short Subject),"Saul Bass, Producer",Why Man Creates,WINNER
1968,1969,41,FILM EDITING,Frank P. Keller,Bullitt,WINNER
1968,1969,41,FILM EDITING,"Robert Swink, Maury Winetrobe, William Sands",Funny Girl,NOMINATED
1968,1969,41,FILM EDITING,Frank Bracht,The Odd Couple,NOMINATED
1968,1969,41,FILM EDITING,Ralph Kemplen,Oliver!,NOMINATED
1968,1969,41,FILM EDITING,"Fred Feitshans, Eve Newman",Wild in the Streets,NOMINATED
1968,1969,41,FOREIGN LANGUAGE FILM,Hungary,The Boys of Paul Street,NOMINATED
1968,1969,41,FOREIGN LANGUAGE FILM,Czechoslovakia,The Firemen's Ball,NOMINATED
1968,1969,41,FOREIGN LANGUAGE FILM,Italy,The Girl with the Pistol,NOMINATED
1968,1969,41,FOREIGN LANGUAGE FILM,France,Stolen Kisses,NOMINATED
1968,1969,41,FOREIGN LANGUAGE FILM,Union of Soviet Socialist Republics,War and Peace,WINNER
1968,1969,41,MUSIC (Original Score--for a motion picture [not a musical]),Lalo Schifrin,The Fox,NOMINATED
1968,1969,41,MUSIC (Original Score--for a motion picture [not a musical]),John Barry,The Lion in Winter,WINNER
1968,1969,41,MUSIC (Original Score--for a motion picture [not a musical]),Jerry Goldsmith,Planet of the Apes,NOMINATED
1968,1969,41,MUSIC (Original Score--for a motion picture [not a musical]),Alex North,The Shoes of the Fisherman,NOMINATED
1968,1969,41,MUSIC (Original Score--for a motion picture [not a musical]),Michel Legrand,The Thomas Crown Affair,NOMINATED
1968,1969,41,MUSIC (Score of a Musical Picture--original or adaptation),Adaptation score by Ray Heindorf,Finian's Rainbow,NOMINATED
1968,1969,41,MUSIC (Score of a Musical Picture--original or adaptation),Adaptation score by Walter Scharf,Funny Girl,NOMINATED
1968,1969,41,MUSIC (Score of a Musical Picture--original or adaptation),Adaptation score by John Green,Oliver!,WINNER
1968,1969,41,MUSIC (Score of a Musical Picture--original or adaptation),Adaptation score by Lennie Hayton,Star!,NOMINATED
1968,1969,41,MUSIC (Score of a Musical Picture--original or adaptation),Music and adaptation score by Michel Legrand; lyrics by Jacques Demy,The Young Girls of Rochefort,NOMINATED
1968,1969,41,MUSIC (Song--Original for the Picture),Music and Lyrics by Richard M. Sherman and Robert B. Sherman,Chitty Chitty Bang Bang,NOMINATED
1968,1969,41,MUSIC (Song--Original for the Picture),Music by Quincy Jones; Lyrics by Bob Russell,For Love of Ivy,NOMINATED
1968,1969,41,MUSIC (Song--Original for the Picture),Music by Jule Styne; Lyrics by Bob Merrill,Funny Girl,NOMINATED
1968,1969,41,MUSIC (Song--Original for the Picture),Music by Jimmy Van Heusen; Lyrics by Sammy Cahn,Star!,NOMINATED
1968,1969,41,MUSIC (Song--Original for the Picture),Music by Michel Legrand; Lyrics by Alan Bergman and Marilyn Bergman,The Thomas Crown Affair,WINNER
1968,1969,41,BEST PICTURE,"Ray Stark, Producer",Funny Girl,NOMINATED
1968,1969,41,BEST PICTURE,"Martin Poll, Producer",The Lion in Winter,NOMINATED
1968,1969,41,BEST PICTURE,"John Woolf, Producer",Oliver!,WINNER
1968,1969,41,BEST PICTURE,"Paul Newman, Producer","Rachel, Rachel",NOMINATED
1968,1969,41,BEST PICTURE,"Anthony Havelock-Allan and John Brabourne, Producers",Romeo and Juliet,NOMINATED
1968,1969,41,SHORT SUBJECT (Cartoon),"Wolf Koenig and Jim MacKay, Producers",The House That Jack Built,NOMINATED
1968,1969,41,SHORT SUBJECT (Cartoon),"Jimmy Murakami, Producer",The Magic Pear Tree,NOMINATED
1968,1969,41,SHORT SUBJECT (Cartoon),"John Hubley and Faith Hubley, Producers",Windy Day,NOMINATED
1968,1969,41,SHORT SUBJECT (Cartoon),"Walt Disney, Producer",Winnie the Pooh and the Blustery Day,WINNER
1968,1969,41,SHORT SUBJECT (Live Action),"George Coe, Sidney Davis and Anthony Lover, Producers",The Dove,NOMINATED
1968,1969,41,SHORT SUBJECT (Live Action),National Film Board of Canada,Duo,NOMINATED
1968,1969,41,SHORT SUBJECT (Live Action),"John Astin, Producer",Prelude,NOMINATED
1968,1969,41,SHORT SUBJECT (Live Action),"Charles Guggenheim, Producer",Robert Kennedy Remembered,WINNER
1968,1969,41,SOUND,Warner Bros.-Seven Arts Studio Sound Department,Bullitt,NOMINATED
1968,1969,41,SOUND,Warner Bros.-Seven Arts Studio Sound Department,Finian's Rainbow,NOMINATED
1968,1969,41,SOUND,Columbia Studio Sound Department,Funny Girl,NOMINATED
1968,1969,41,SOUND,Shepperton Studio Sound Department,Oliver!,WINNER
1968,1969,41,SOUND,20th Century-Fox Studio Sound Department,Star!,NOMINATED
1968,1969,41,SPECIAL VISUAL EFFECTS,"Hal Millar, J. McMillan Johnson",Ice Station Zebra,NOMINATED
1968,1969,41,SPECIAL VISUAL EFFECTS,Stanley Kubrick,2001: A Space Odyssey,WINNER
1968,1969,41,WRITING (Screenplay--based on material from another medium),James Goldman,The Lion in Winter,WINNER
1968,1969,41,WRITING (Screenplay--based on material from another medium),Neil Simon,The Odd Couple,NOMINATED
1968,1969,41,WRITING (Screenplay--based on material from another medium),Vernon Harris,Oliver!,NOMINATED
1968,1969,41,WRITING (Screenplay--based on material from another medium),Stewart Stern,"Rachel, Rachel",NOMINATED
1968,1969,41,WRITING (Screenplay--based on material from another medium),Roman Polanski,Rosemary's Baby,NOMINATED
1968,1969,41,WRITING (Story and Screenplay--written directly for the screen),"Franco Solinas, Gillo Pontecorvo",The Battle of Algiers,NOMINATED
1968,1969,41,WRITING (Story and Screenplay--written directly for the screen),John Cassavetes,Faces,NOMINATED
1968,1969,41,WRITING (Story and Screenplay--written directly for the screen),"Ira Wallach, Peter Ustinov",Hot Millions,NOMINATED
1968,1969,41,WRITING (Story and Screenplay--written directly for the screen),Mel Brooks,The Producers,WINNER
1968,1969,41,WRITING (Story and Screenplay--written directly for the screen),"Stanley Kubrick, Arthur C. Clarke",2001: A Space Odyssey,NOMINATED
1968,1969,41,JEAN HERSHOLT HUMANITARIAN AWARD,Martha Raye,,WINNER
1968,1969,41,HONORARY AWARD, John Chambers for his outstanding makeup achievement for Planet of the Apes.,,WINNER
1968,1969,41,HONORARY AWARD, Onna White for her outstanding choreography achievement for Oliver!,,WINNER
1969,1970,42,ACTOR,Richard Burton,Anne of the Thousand Days,NOMINATED
1969,1970,42,ACTOR,Dustin Hoffman,Midnight Cowboy,NOMINATED
1969,1970,42,ACTOR,Peter O'Toole,"Goodbye, Mr. Chips",NOMINATED
1969,1970,42,ACTOR,Jon Voight,Midnight Cowboy,NOMINATED
1969,1970,42,ACTOR,John Wayne,WINNER Grit,WINNER
1969,1970,42,ACTOR IN A SUPPORTING ROLE,Rupert Crosse,The Reivers,NOMINATED
1969,1970,42,ACTOR IN A SUPPORTING ROLE,Elliott Gould,Bob & Carol & Ted & Alice,NOMINATED
1969,1970,42,ACTOR IN A SUPPORTING ROLE,Jack Nicholson,Easy Rider,NOMINATED
1969,1970,42,ACTOR IN A SUPPORTING ROLE,Anthony Quayle,Anne of the Thousand Days,NOMINATED
1969,1970,42,ACTOR IN A SUPPORTING ROLE,Gig Young,"They Shoot Horses, Don't They?",WINNER
1969,1970,42,ACTRESS,Genevieve Bujold,Anne of the Thousand Days,NOMINATED
1969,1970,42,ACTRESS,Jane Fonda,"They Shoot Horses, Don't They?",NOMINATED
1969,1970,42,ACTRESS,Liza Minnelli,The Sterile Cuckoo,NOMINATED
1969,1970,42,ACTRESS,Jean Simmons,The Happy Ending,NOMINATED
1969,1970,42,ACTRESS,Maggie Smith,The Prime of Miss Jean Brodie,WINNER
1969,1970,42,ACTRESS IN A SUPPORTING ROLE,Catherine Burns,Last Summer,NOMINATED
1969,1970,42,ACTRESS IN A SUPPORTING ROLE,Dyan Cannon,Bob & Carol & Ted & Alice,NOMINATED
1969,1970,42,ACTRESS IN A SUPPORTING ROLE,Goldie Hawn,Cactus Flower,WINNER
1969,1970,42,ACTRESS IN A SUPPORTING ROLE,Sylvia Miles,Midnight Cowboy,NOMINATED
1969,1970,42,ACTRESS IN A SUPPORTING ROLE,Susannah York,"They Shoot Horses, Don't They?",NOMINATED
1969,1970,42,ART DIRECTION,"Art Direction:  Maurice Carter, Lionel Couch;  Set Decoration:  Patrick McLoughlin",Anne of the Thousand Days,NOMINATED
1969,1970,42,ART DIRECTION,"Art Direction:  Robert Boyle, George B. Chan;  Set Decoration:  Edward Boyle, Carl Biddiscombe","Gaily, Gaily",NOMINATED
1969,1970,42,ART DIRECTION,"Art Direction:  John DeCuir, Jack Martin Smith, Herman Blumenthal;  Set Decoration:  Walter M. Scott, George Hopkins, Raphael Bretton","Hello, Dolly!",WINNER
1969,1970,42,ART DIRECTION,"Art Direction:  Alexander Golitzen, George C. Webb;  Set Decoration:  Jack D. Moore",Sweet Charity,NOMINATED
1969,1970,42,ART DIRECTION,Art Direction:  Harry Horner;  Set Decoration:  Frank McKelvy,"They Shoot Horses, Don't They?",NOMINATED
1969,1970,42,CINEMATOGRAPHY,Arthur Ibbetson,Anne of the Thousand Days,NOMINATED
1969,1970,42,CINEMATOGRAPHY,Charles B. Lang,Bob & Carol & Ted & Alice,NOMINATED
1969,1970,42,CINEMATOGRAPHY,Conrad Hall,Butch Cassidy and the Sundance Kid,WINNER
1969,1970,42,CINEMATOGRAPHY,Harry Stradling,"Hello, Dolly!",NOMINATED
1969,1970,42,CINEMATOGRAPHY,Daniel Fapp,Marooned,NOMINATED
1969,1970,42,COSTUME DESIGN,Margaret Furse,Anne of the Thousand Days,WINNER
1969,1970,42,COSTUME DESIGN,Ray Aghayan,"Gaily, Gaily",NOMINATED
1969,1970,42,COSTUME DESIGN,Irene Sharaff,"Hello, Dolly!",NOMINATED
1969,1970,42,COSTUME DESIGN,Edith Head,Sweet Charity,NOMINATED
1969,1970,42,COSTUME DESIGN,Donfeld,"They Shoot Horses, Don't They?",NOMINATED
1969,1970,42,DIRECTING,Arthur Penn,Alice's Restaurant,NOMINATED
1969,1970,42,DIRECTING,George Roy Hill,Butch Cassidy and the Sundance Kid,NOMINATED
1969,1970,42,DIRECTING,John Schlesinger,Midnight Cowboy,WINNER
1969,1970,42,DIRECTING,Sydney Pollack,"They Shoot Horses, Don't They?",NOMINATED
1969,1970,42,DIRECTING,Costa-Gavras,Z,NOMINATED
1969,1970,42,DOCUMENTARY (Feature),"Bernard Chevry, Producer",Arthur Rubinstein - The Love of Life,WINNER
1969,1970,42,DOCUMENTARY (Feature),"Robert K. Sharpe, Producer",Before the Mountain Was Moved,NOMINATED
1969,1970,42,DOCUMENTARY (Feature),"Emile de Antonio, Producer",In the Year of the Pig,NOMINATED
1969,1970,42,DOCUMENTARY (Feature),Comite Organizador de los Juegos de la XIX Olimpiada,The Olympics in Mexico,NOMINATED
1969,1970,42,DOCUMENTARY (Feature),"Irwin Rosten, Producer",The Wolf Men,NOMINATED
1969,1970,42,DOCUMENTARY (Short Subject),"Denis Sanders and Robert M. Fresco, Producers",Czechoslovakia 1968,WINNER
1969,1970,42,DOCUMENTARY (Short Subject),"Donald Wrye, Producer",An Impression of John Steinbeck: Writer,NOMINATED
1969,1970,42,DOCUMENTARY (Short Subject),"Joan Horvath, Producer",Jenny Is a Good Thing,NOMINATED
1969,1970,42,DOCUMENTARY (Short Subject),"Arthur H. Wolf and Russell A. Mosser, Producers",Leo Beuerman,NOMINATED
1969,1970,42,DOCUMENTARY (Short Subject),"Joan Keller Stern, Producer",The Magic Machines,NOMINATED
1969,1970,42,FILM EDITING,William Reynolds,"Hello, Dolly!",NOMINATED
1969,1970,42,FILM EDITING,Hugh A. Robertson,Midnight Cowboy,NOMINATED
1969,1970,42,FILM EDITING,"William Lyon, Earle Herdan",The Secret of Santa Vittoria,NOMINATED
1969,1970,42,FILM EDITING,Fredric Steinkamp,"They Shoot Horses, Don't They?",NOMINATED
1969,1970,42,FILM EDITING,Françoise Bonnot,Z,WINNER
1969,1970,42,FOREIGN LANGUAGE FILM,Sweden,Ådalen '31,NOMINATED
1969,1970,42,FOREIGN LANGUAGE FILM,Yugoslavia,The Battle of Neretva,NOMINATED
1969,1970,42,FOREIGN LANGUAGE FILM,Union of Soviet Socialist Republics,The Brothers Karamazov,NOMINATED
1969,1970,42,FOREIGN LANGUAGE FILM,France,My Night at Maud's,NOMINATED
1969,1970,42,FOREIGN LANGUAGE FILM,Algeria,Z,WINNER
1969,1970,42,MUSIC (Original Score--for a motion picture [not a musical]),Georges Delerue,Anne of the Thousand Days,NOMINATED
1969,1970,42,MUSIC (Original Score--for a motion picture [not a musical]),Burt Bacharach,Butch Cassidy and the Sundance Kid,WINNER
1969,1970,42,MUSIC (Original Score--for a motion picture [not a musical]),John Williams,The Reivers,NOMINATED
1969,1970,42,MUSIC (Original Score--for a motion picture [not a musical]),Ernest Gold,The Secret of Santa Vittoria,NOMINATED
1969,1970,42,MUSIC (Original Score--for a motion picture [not a musical]),Jerry Fielding,The Wild Bunch,NOMINATED
1969,1970,42,MUSIC (Score of a Musical Picture--original or adaptation),Music and lyrics by Leslie Bricusse; adaptation score by John Williams,"Goodbye, Mr. Chips",NOMINATED
1969,1970,42,MUSIC (Score of a Musical Picture--original or adaptation),Adaptation score by Lennie Hayton and Lionel Newman,"Hello, Dolly!",WINNER
1969,1970,42,MUSIC (Score of a Musical Picture--original or adaptation),Adaptation score by Nelson Riddle,Paint Your Wagon,NOMINATED
1969,1970,42,MUSIC (Score of a Musical Picture--original or adaptation),Adaptation score by Cy Coleman,Sweet Charity,NOMINATED
1969,1970,42,MUSIC (Score of a Musical Picture--original or adaptation),Adaptation score by John Green and Albert Woodbury,"They Shoot Horses, Don't They?",NOMINATED
1969,1970,42,MUSIC (Song--Original for the Picture),Music by Fred Karlin; Lyrics by Dory Previn,The Sterile Cuckoo,NOMINATED
1969,1970,42,MUSIC (Song--Original for the Picture),Music and Lyrics by Rod McKuen,The Prime of Miss Jean Brodie,NOMINATED
1969,1970,42,MUSIC (Song--Original for the Picture),Music by Burt Bacharach; Lyrics by Hal David,Butch Cassidy and the Sundance Kid,WINNER
1969,1970,42,MUSIC (Song--Original for the Picture),Music by Elmer Bernstein; Lyrics by Don Black,WINNER Grit,NOMINATED
1969,1970,42,MUSIC (Song--Original for the Picture),Music by Michel Legrand; Lyrics by Alan Bergman and Marilyn Bergman,The Happy Ending,NOMINATED
1969,1970,42,BEST PICTURE,"Hal B. Wallis, Producer",Anne of the Thousand Days,NOMINATED
1969,1970,42,BEST PICTURE,"John Foreman, Producer",Butch Cassidy and the Sundance Kid,NOMINATED
1969,1970,42,BEST PICTURE,"Ernest Lehman, Producer","Hello, Dolly!",NOMINATED
1969,1970,42,BEST PICTURE,"Jerome Hellman, Producer",Midnight Cowboy,WINNER
1969,1970,42,BEST PICTURE,"Jacques Perrin and Hamed Rachedi, Producers",Z,NOMINATED
1969,1970,42,SHORT SUBJECT (Cartoon),"Ward Kimball, Producer",It's Tough to Be a Bird,WINNER
1969,1970,42,SHORT SUBJECT (Cartoon),"John Hubley and Faith Hubley, Producers",Of Men and Demons,NOMINATED
1969,1970,42,SHORT SUBJECT (Cartoon),"Ryan Larkin, Producer",Walking,NOMINATED
1969,1970,42,SHORT SUBJECT (Live Action),"Doug Jackson, Producer",Blake,NOMINATED
1969,1970,42,SHORT SUBJECT (Live Action),"Joan Keller Stern, Producer",The Magic Machines,WINNER
1969,1970,42,SHORT SUBJECT (Live Action),"Marc Merson, Producer",People Soup,NOMINATED
1969,1970,42,SOUND,John Aldred,Anne of the Thousand Days,NOMINATED
1969,1970,42,SOUND,"William Edmondson, David Dockendorf",Butch Cassidy and the Sundance Kid,NOMINATED
1969,1970,42,SOUND,"Robert Martin, Clem Portman","Gaily, Gaily",NOMINATED
1969,1970,42,SOUND,"Jack Solomon, Murray Spivack","Hello, Dolly!",WINNER
1969,1970,42,SOUND,"Les Fresholtz, Arthur Piantadosi",Marooned,NOMINATED
1969,1970,42,SPECIAL VISUAL EFFECTS,"Eugene Lourie, Alex Weldon","Krakatoa, East of Java",NOMINATED
1969,1970,42,SPECIAL VISUAL EFFECTS,Robbie Robertson,Marooned,WINNER
1969,1970,42,WRITING (Screenplay--based on material from another medium),"Screenplay by John Hale, Bridget Boland;  Adaptation by Richard Sokolove",Anne of the Thousand Days,NOMINATED
1969,1970,42,WRITING (Screenplay--based on material from another medium),Arnold Schulman,"Goodbye, Columbus",NOMINATED
1969,1970,42,WRITING (Screenplay--based on material from another medium),Waldo Salt,Midnight Cowboy,WINNER
1969,1970,42,WRITING (Screenplay--based on material from another medium),"James Poe, Robert E. Thompson","They Shoot Horses, Don't They?",NOMINATED
1969,1970,42,WRITING (Screenplay--based on material from another medium),"Jorge Semprun, Costa-Gavras",Z,NOMINATED
1969,1970,42,WRITING (Story and Screenplay--based on material not previously published or produced),"Paul Mazursky, Larry Tucker",Bob & Carol & Ted & Alice,NOMINATED
1969,1970,42,WRITING (Story and Screenplay--based on material not previously published or produced),William Goldman,Butch Cassidy and the Sundance Kid,WINNER
1969,1970,42,WRITING (Story and Screenplay--based on material not previously published or produced),"Story by Nicola Badalucco;   Screenplay by Nicola Badalucco, Enrico Medioli, Luchino Visconti",The Damned,NOMINATED
1969,1970,42,WRITING (Story and Screenplay--based on material not previously published or produced),"Peter Fonda, Dennis Hopper, Terry Southern",Easy Rider,NOMINATED
1969,1970,42,WRITING (Story and Screenplay--based on material not previously published or produced),"Story by Walon Green, Roy N. Sickner;  Screenplay by Walon Green, Sam Peckinpah",The Wild Bunch,NOMINATED
1969,1970,42,JEAN HERSHOLT HUMANITARIAN AWARD,George Jessel,,WINNER
1969,1970,42,HONORARY AWARD, Cary Grant for his unique mastery of the art of screen acting with the respect and affection of his colleagues.,,WINNER
1970,1971,43,ACTOR,Melvyn Douglas,I Never Sang for My Father,NOMINATED
1970,1971,43,ACTOR,James Earl Jones,The Great White Hope,NOMINATED
1970,1971,43,ACTOR,Jack Nicholson,Five Easy Pieces,NOMINATED
1970,1971,43,ACTOR,Ryan O'Neal,Love Story,NOMINATED
1970,1971,43,ACTOR,George C. Scott,Patton,WINNER
1970,1971,43,ACTOR IN A SUPPORTING ROLE,Richard Castellano,Lovers and Other Strangers,NOMINATED
1970,1971,43,ACTOR IN A SUPPORTING ROLE,Chief Dan George,Little Big Man,NOMINATED
1970,1971,43,ACTOR IN A SUPPORTING ROLE,Gene Hackman,I Never Sang for My Father,NOMINATED
1970,1971,43,ACTOR IN A SUPPORTING ROLE,John Marley,Love Story,NOMINATED
1970,1971,43,ACTOR IN A SUPPORTING ROLE,John Mills,Ryan's Daughter,WINNER
1970,1971,43,ACTRESS,Jane Alexander,The Great White Hope,NOMINATED
1970,1971,43,ACTRESS,Glenda Jackson,Women in Love,WINNER
1970,1971,43,ACTRESS,Ali MacGraw,Love Story,NOMINATED
1970,1971,43,ACTRESS,Sarah Miles,Ryan's Daughter,NOMINATED
1970,1971,43,ACTRESS,Carrie Snodgress,Diary of a Mad Housewife,NOMINATED
1970,1971,43,ACTRESS IN A SUPPORTING ROLE,Karen Black,Five Easy Pieces,NOMINATED
1970,1971,43,ACTRESS IN A SUPPORTING ROLE,Lee Grant,The Landlord,NOMINATED
1970,1971,43,ACTRESS IN A SUPPORTING ROLE,Helen Hayes,Airport,WINNER
1970,1971,43,ACTRESS IN A SUPPORTING ROLE,Sally Kellerman,M*A*S*H,NOMINATED
1970,1971,43,ACTRESS IN A SUPPORTING ROLE,Maureen Stapleton,Airport,NOMINATED
1970,1971,43,ART DIRECTION,"Art Direction:  Alexander Golitzen, E. Preston Ames;  Set Decoration:  Jack D. Moore, Mickey S. Michaels",Airport,NOMINATED
1970,1971,43,ART DIRECTION,Art Direction:  Tambi Larsen;  Set Decoration:  Darrell Silvera,The Molly Maguires,NOMINATED
1970,1971,43,ART DIRECTION,"Art Direction:  Urie McCleary, Gil Parrondo;  Set Decoration:  Antonio Mateos, Pierre-Louis Thevenet",Patton,WINNER
1970,1971,43,ART DIRECTION,"Art Direction:  Terry Marsh, Bob Cartwright;  Set Decoration:  Pamela Cornell",Scrooge,NOMINATED
1970,1971,43,ART DIRECTION,"Art Direction:  Jack Martin Smith, Yoshiro Muraki, Richard Day, Taizoh Kawashima;  Set Decoration:  Walter M. Scott, Norman Rockett, Carl Biddiscombe",Tora! Tora! Tora!,NOMINATED
