Year_Film,Year_Ceremony,Ceremony,Category,Name,Film,Winner
1965,1966,38,WRITING (Story and Screenplay--written directly for the screen),"Franklin Coen, Frank Davis",The Train,NOMINATED
1965,1966,38,WRITING (Story and Screenplay--written directly for the screen),Jacques Demy,The Umbrellas of Cherbourg,NOMINATED
1965,1966,38,JEAN HERSHOLT HUMANITARIAN AWARD,Edmond L. DePatie,,WINNER
1965,1966,38,HONORARY AWARD, Bob Hope for unique and distinguished service to our industry and the Academy.,,WINNER
1965,1966,38,IRVING G. THALBERG MEMORIAL AWARD,William Wyler,,WINNER
1966,1967,39,ACTOR,Alan Arkin,The Russians Are Coming The Russians Are Coming,NOMINATED
1966,1967,39,ACTOR,Richard Burton,Who's Afraid of Virginia Woolf?,NOMINATED
1966,1967,39,ACTOR,Michael Caine,Alfie,NOMINATED
1966,1967,39,ACTOR,Steve McQueen,The Sand Pebbles,NOMINATED
1966,1967,39,ACTOR,Paul Scofield,A Man for All Seasons,WINNER
1966,1967,39,ACTOR IN A SUPPORTING ROLE,Mako,The Sand Pebbles,NOMINATED
1966,1967,39,ACTOR IN A SUPPORTING ROLE,James Mason,Georgy Girl,NOMINATED
1966,1967,39,ACTOR IN A SUPPORTING ROLE,Walter Matthau,The Fortune Cookie,WINNER
1966,1967,39,ACTOR IN A SUPPORTING ROLE,George Segal,Who's Afraid of Virginia Woolf?,NOMINATED
1966,1967,39,ACTOR IN A SUPPORTING ROLE,Robert Shaw,A Man for All Seasons,NOMINATED
1966,1967,39,ACTRESS,Anouk Aimee,A Man and a Woman,NOMINATED
1966,1967,39,ACTRESS,Ida Kaminska,The Shop on Main Street,NOMINATED
1966,1967,39,ACTRESS,Lynn Redgrave,Georgy Girl,NOMINATED
1966,1967,39,ACTRESS,Vanessa Redgrave,Morgan!,NOMINATED
1966,1967,39,ACTRESS,Elizabeth Taylor,Who's Afraid of Virginia Woolf?,WINNER
1966,1967,39,ACTRESS IN A SUPPORTING ROLE,Sandy Dennis,Who's Afraid of Virginia Woolf?,WINNER
1966,1967,39,ACTRESS IN A SUPPORTING ROLE,Wendy Hiller,A Man for All Seasons,NOMINATED
1966,1967,39,ACTRESS IN A SUPPORTING ROLE,Jocelyne Lagarde,Hawaii,NOMINATED
1966,1967,39,ACTRESS IN A SUPPORTING ROLE,Vivien Merchant,Alfie,NOMINATED
1966,1967,39,ACTRESS IN A SUPPORTING ROLE,Geraldine Page,You're a Big Boy Now,NOMINATED
1966,1967,39,ART DIRECTION (Black-and-White),Art Direction:  Robert Luthardt;  Set Decoration:  Edward G. Boyle,The Fortune Cookie,NOMINATED
1966,1967,39,ART DIRECTION (Black-and-White),Luigi Scaccianoce,The Gospel According to St. Matthew,NOMINATED
1966,1967,39,ART DIRECTION (Black-and-White),"Art Direction:  Willy Holt;  Set Decoration:  Marc Frederix, Pierre Guffroy",Is Paris Burning?,NOMINATED
1966,1967,39,ART DIRECTION (Black-and-White),"Art Direction:  George W. Davis, Paul Groesse;  Set Decoration:  Henry Grace, Hugh Hunt",Mister Buddwing,NOMINATED
1966,1967,39,ART DIRECTION (Black-and-White),Art Direction:  Richard Sylbert;  Set Decoration:  George James Hopkins,Who's Afraid of Virginia Woolf?,WINNER
1966,1967,39,ART DIRECTION (Color),"Art Direction:  Jack Martin Smith, Dale Hennesy;  Set Decoration:  Walter M. Scott, Stuart A. Reiss",Fantastic Voyage,WINNER
1966,1967,39,ART DIRECTION (Color),"Art Direction:  Alexander Golitzen, George C. Webb;  Set Decoration:  John McCarthy, John Austin",Gambit,NOMINATED
1966,1967,39,ART DIRECTION (Color),Piero Gherardi,Juliet of the Spirits,NOMINATED
1966,1967,39,ART DIRECTION (Color),"Art Direction:  Hal Pereira, Arthur Lonergan;  Set Decoration:  Robert Benton, James Payne",The Oscar,NOMINATED
1966,1967,39,ART DIRECTION (Color),"Art Direction:  Boris Leven;  Set Decoration:  Walter M. Scott, John Sturtevant, William Kiernan",The Sand Pebbles,NOMINATED
1966,1967,39,CINEMATOGRAPHY (Black-and-White),Joseph LaShelle,The Fortune Cookie,NOMINATED
1966,1967,39,CINEMATOGRAPHY (Black-and-White),Ken Higgins,Georgy Girl,NOMINATED
1966,1967,39,CINEMATOGRAPHY (Black-and-White),Marcel Grignon,Is Paris Burning?,NOMINATED
1966,1967,39,CINEMATOGRAPHY (Black-and-White),James Wong Howe,Seconds,NOMINATED
1966,1967,39,CINEMATOGRAPHY (Black-and-White),Haskell Wexler,Who's Afraid of Virginia Woolf?,WINNER
1966,1967,39,CINEMATOGRAPHY (Color),Ernest Laszlo,Fantastic Voyage,NOMINATED
1966,1967,39,CINEMATOGRAPHY (Color),Russell Harlan,Hawaii,NOMINATED
1966,1967,39,CINEMATOGRAPHY (Color),Ted Moore,A Man for All Seasons,WINNER
1966,1967,39,CINEMATOGRAPHY (Color),Conrad Hall,The Professionals,NOMINATED
1966,1967,39,CINEMATOGRAPHY (Color),Joseph MacDonald,The Sand Pebbles,NOMINATED
1966,1967,39,COSTUME DESIGN (Black-and-White),Danilo Donati,The Gospel According to St. Matthew,NOMINATED
1966,1967,39,COSTUME DESIGN (Black-and-White),Danilo Donati,Mandragola,NOMINATED
1966,1967,39,COSTUME DESIGN (Black-and-White),Helen Rose,Mister Buddwing,NOMINATED
1966,1967,39,COSTUME DESIGN (Black-and-White),Jocelyn Rickards,Morgan!,NOMINATED
1966,1967,39,COSTUME DESIGN (Black-and-White),Irene Sharaff,Who's Afraid of Virginia Woolf?,WINNER
1966,1967,39,COSTUME DESIGN (Color),Jean Louis,Gambit,NOMINATED
1966,1967,39,COSTUME DESIGN (Color),Dorothy Jeakins,Hawaii,NOMINATED
1966,1967,39,COSTUME DESIGN (Color),Piero Gherardi,Juliet of the Spirits,NOMINATED
1966,1967,39,COSTUME DESIGN (Color),"Elizabeth Haffenden, Joan Bridge",A Man for All Seasons,WINNER
1966,1967,39,COSTUME DESIGN (Color),Edith Head,The Oscar,NOMINATED
1966,1967,39,DIRECTING,Michelangelo Antonioni,Blow-Up,NOMINATED
1966,1967,39,DIRECTING,Claude Lelouch,A Man and a Woman,NOMINATED
1966,1967,39,DIRECTING,Fred Zinnemann,A Man for All Seasons,WINNER
1966,1967,39,DIRECTING,Richard Brooks,The Professionals,NOMINATED
1966,1967,39,DIRECTING,Mike Nichols,Who's Afraid of Virginia Woolf?,NOMINATED
1966,1967,39,DOCUMENTARY (Feature),"Alfred R. Kelman, Producer",The Face of Genius,NOMINATED
1966,1967,39,DOCUMENTARY (Feature),"Peter Jones and Tom Daly, Producers",Helicopter Canada,NOMINATED
1966,1967,39,DOCUMENTARY (Feature),"Haroun Tazieff, Producer",Le Volcan Interdit (The Forbidden Volcano),NOMINATED
1966,1967,39,DOCUMENTARY (Feature),"Alex Grasshoff, Producer",The Really Big Family,NOMINATED
1966,1967,39,DOCUMENTARY (Feature),"Peter Watkins, Producer",The War Game,WINNER
1966,1967,39,DOCUMENTARY (Short Subject),"Marin Karmitz and Vladimir Forgency, Producers",Adolescence,NOMINATED
1966,1967,39,DOCUMENTARY (Short Subject),"Michael Ahnemann and Gary Schlosser, Producers",Cowboy,NOMINATED
1966,1967,39,DOCUMENTARY (Short Subject),"Lee R. Bobker and Helen Kristt Radin, Producers",The Odds Against,NOMINATED
1966,1967,39,DOCUMENTARY (Short Subject),Mafilm Studio,Saint Matthew Passion,NOMINATED
1966,1967,39,DOCUMENTARY (Short Subject),"Edmond A. Levy, Producer",A Year toward Tomorrow,WINNER
1966,1967,39,FILM EDITING,William B. Murphy,Fantastic Voyage,NOMINATED
1966,1967,39,FILM EDITING,"Fredric Steinkamp, Henry Berman, Stewart Linder, Frank Santillo",Grand Prix,WINNER
1966,1967,39,FILM EDITING,"Hal Ashby, J. Terry Williams",The Russians Are Coming The Russians Are Coming,NOMINATED
1966,1967,39,FILM EDITING,William Reynolds,The Sand Pebbles,NOMINATED
1966,1967,39,FILM EDITING,Sam O'Steen,Who's Afraid of Virginia Woolf?,NOMINATED
1966,1967,39,FOREIGN LANGUAGE FILM,Italy,The Battle of Algiers,NOMINATED
1966,1967,39,FOREIGN LANGUAGE FILM,Czechoslovakia,Loves of a Blonde,NOMINATED
1966,1967,39,FOREIGN LANGUAGE FILM,France,A Man and a Woman,WINNER
1966,1967,39,FOREIGN LANGUAGE FILM,Poland,Pharaoh,NOMINATED
1966,1967,39,FOREIGN LANGUAGE FILM,Yugoslavia,Three,NOMINATED
1966,1967,39,MUSIC (Original Music Score),Toshiro Mayuzumi,The Bible,NOMINATED
1966,1967,39,MUSIC (Original Music Score),John Barry,Born Free,WINNER
1966,1967,39,MUSIC (Original Music Score),Elmer Bernstein,Hawaii,NOMINATED
1966,1967,39,MUSIC (Original Music Score),Jerry Goldsmith,The Sand Pebbles,NOMINATED
1966,1967,39,MUSIC (Original Music Score),Alex North,Who's Afraid of Virginia Woolf?,NOMINATED
1966,1967,39,MUSIC (Scoring of Music--adaptation or treatment),Ken Thorne,A Funny Thing Happened on the Way to the Forum,WINNER
1966,1967,39,MUSIC (Scoring of Music--adaptation or treatment),Luis Enrique Bacalov,The Gospel According to St. Matthew,NOMINATED
1966,1967,39,MUSIC (Scoring of Music--adaptation or treatment),Elmer Bernstein,Return of the Seven,NOMINATED
1966,1967,39,MUSIC (Scoring of Music--adaptation or treatment),Harry Sukman,The Singing Nun,NOMINATED
1966,1967,39,MUSIC (Scoring of Music--adaptation or treatment),Al Ham,Stop the World--I Want to Get Off,NOMINATED
1966,1967,39,MUSIC (Song),Music by Burt Bacharach; Lyrics by Hal David,Alfie,NOMINATED
1966,1967,39,MUSIC (Song),Music by John Barry; Lyrics by Don Black,Born Free,WINNER
1966,1967,39,MUSIC (Song),Music by Tom Springfield; Lyrics by Jim Dale,Georgy Girl,NOMINATED
1966,1967,39,MUSIC (Song),Music by Elmer Bernstein; Lyrics by Mack David,Hawaii,NOMINATED
1966,1967,39,MUSIC (Song),Music by Johnny Mandel; Lyrics by Paul Francis Webster,An American Dream,NOMINATED
1966,1967,39,BEST PICTURE,"Lewis Gilbert, Producer",Alfie,NOMINATED
1966,1967,39,BEST PICTURE,"Fred Zinnemann, Producer",A Man for All Seasons,WINNER
1966,1967,39,BEST PICTURE,"Norman Jewison, Producer",The Russians Are Coming The Russians Are Coming,NOMINATED
1966,1967,39,BEST PICTURE,"Robert Wise, Producer",The Sand Pebbles,NOMINATED
1966,1967,39,BEST PICTURE,"Ernest Lehman, Producer",Who's Afraid of Virginia Woolf?,NOMINATED
1966,1967,39,SHORT SUBJECT (Cartoon),"Wolf Koenig and Robert Verrall, Producers",The Drag,NOMINATED
1966,1967,39,SHORT SUBJECT (Cartoon),"John Hubley and Faith Hubley, Producers",Herb Alpert and the Tijuana Brass Double Feature,WINNER
1966,1967,39,SHORT SUBJECT (Cartoon),"David H. DePatie and Friz Freleng, Producers",The Pink Blueprint,NOMINATED
1966,1967,39,SHORT SUBJECT (Live Action),"Derek Williams, Producer",Turkey the Bridge,NOMINATED
1966,1967,39,SHORT SUBJECT (Live Action),"Edgar Anstey, Producer",Wild Wings,WINNER
1966,1967,39,SHORT SUBJECT (Live Action),"Leslie Winik, Producer",The Winning Strain,NOMINATED
1966,1967,39,SOUND,"Universal City Studio Sound Department, Waldon O. Watson, Sound Director",Gambit,NOMINATED
1966,1967,39,SOUND,"Metro-Goldwyn-Mayer Studio Sound Department, Franklin E. Milton, Sound Director",Grand Prix,WINNER
1966,1967,39,SOUND,"Samuel Goldwyn Studio Sound Department, Gordon E. Sawyer, Sound Director",Hawaii,NOMINATED
1966,1967,39,SOUND,"20th Century-Fox Studio Sound Department, James P. Corcoran, Sound Director",The Sand Pebbles,NOMINATED
1966,1967,39,SOUND,"Warner Bros. Studio Sound Department, George R. Groves, Sound Director",Who's Afraid of Virginia Woolf?,NOMINATED
1966,1967,39,SOUND EFFECTS,Walter Rossi,Fantastic Voyage,NOMINATED
1966,1967,39,SOUND EFFECTS,Gordon Daniel,Grand Prix,WINNER
1966,1967,39,SPECIAL VISUAL EFFECTS,Art Cruickshank,Fantastic Voyage,WINNER
1966,1967,39,SPECIAL VISUAL EFFECTS,Linwood G. Dunn,Hawaii,NOMINATED
1966,1967,39,WRITING (Screenplay--based on material from another medium),Bill Naughton,Alfie,NOMINATED
1966,1967,39,WRITING (Screenplay--based on material from another medium),Robert Bolt,A Man for All Seasons,WINNER
1966,1967,39,WRITING (Screenplay--based on material from another medium),Richard Brooks,The Professionals,NOMINATED
1966,1967,39,WRITING (Screenplay--based on material from another medium),William Rose,The Russians Are Coming The Russians Are Coming,NOMINATED
1966,1967,39,WRITING (Screenplay--based on material from another medium),Ernest Lehman,Who's Afraid of Virginia Woolf?,NOMINATED
1966,1967,39,WRITING (Story and Screenplay--written directly for the screen),"Story by Michelangelo Antonioni;  Screenplay by Michelangelo Antonioni, Tonino Guerra, Edward Bond",Blow-Up,NOMINATED
1966,1967,39,WRITING (Story and Screenplay--written directly for the screen),"Billy Wilder, I. A. L. Diamond",The Fortune Cookie,NOMINATED
1966,1967,39,WRITING (Story and Screenplay--written directly for the screen),Robert Ardrey,Khartoum,NOMINATED
1966,1967,39,WRITING (Story and Screenplay--written directly for the screen),"Story by Claude Lelouch;  Screenplay by Claude Lelouch, Pierre Uytterhoeven",A Man and a Woman,WINNER
1966,1967,39,WRITING (Story and Screenplay--written directly for the screen),"Clint Johnston, Don Peters",The Naked Prey,NOMINATED
1966,1967,39,JEAN HERSHOLT HUMANITARIAN AWARD,George Bagnall,,WINNER
1966,1967,39,HONORARY AWARD, Y. Frank Freeman for unusual and outstanding service to the Academy during his thirty years in Hollywood.,,WINNER
1966,1967,39,HONORARY AWARD, Yakima Canutt for achievements as a stunt man and for developing safety devices to protect stunt men everywhere.,,WINNER
1966,1967,39,IRVING G. THALBERG MEMORIAL AWARD,Robert Wise,,WINNER
1967,1968,40,ACTOR,Warren Beatty,Bonnie and Clyde,NOMINATED
1967,1968,40,ACTOR,Dustin Hoffman,The Graduate,NOMINATED
1967,1968,40,ACTOR,Paul Newman,Cool Hand Luke,NOMINATED
1967,1968,40,ACTOR,Rod Steiger,In the Heat of the Night,WINNER
1967,1968,40,ACTOR,Spencer Tracy,Guess Who's Coming to Dinner,NOMINATED
1967,1968,40,ACTOR IN A SUPPORTING ROLE,John Cassavetes,The Dirty Dozen,NOMINATED
1967,1968,40,ACTOR IN A SUPPORTING ROLE,Gene Hackman,Bonnie and Clyde,NOMINATED
1967,1968,40,ACTOR IN A SUPPORTING ROLE,Cecil Kellaway,Guess Who's Coming to Dinner,NOMINATED
1967,1968,40,ACTOR IN A SUPPORTING ROLE,George Kennedy,Cool Hand Luke,WINNER
1967,1968,40,ACTOR IN A SUPPORTING ROLE,Michael J. Pollard,Bonnie and Clyde,NOMINATED
1967,1968,40,ACTRESS,Anne Bancroft,The Graduate,NOMINATED
1967,1968,40,ACTRESS,Faye Dunaway,Bonnie and Clyde,NOMINATED
1967,1968,40,ACTRESS,Dame Edith Evans,The Whisperers,NOMINATED
1967,1968,40,ACTRESS,Audrey Hepburn,Wait until Dark,NOMINATED
1967,1968,40,ACTRESS,Katharine Hepburn,Guess Who's Coming to Dinner,WINNER
1967,1968,40,ACTRESS IN A SUPPORTING ROLE,Carol Channing,Thoroughly Modern Millie,NOMINATED
1967,1968,40,ACTRESS IN A SUPPORTING ROLE,Mildred Natwick,Barefoot in the Park,NOMINATED
1967,1968,40,ACTRESS IN A SUPPORTING ROLE,Estelle Parsons,Bonnie and Clyde,WINNER
1967,1968,40,ACTRESS IN A SUPPORTING ROLE,Beah Richards,Guess Who's Coming to Dinner,NOMINATED
1967,1968,40,ACTRESS IN A SUPPORTING ROLE,Katharine Ross,The Graduate,NOMINATED
1967,1968,40,ART DIRECTION,"Art Direction:  John Truscott, Edward Carrere;  Set Decoration:  John W. Brown",Camelot,WINNER
1967,1968,40,ART DIRECTION,"Art Direction:  Mario Chiari, Jack Martin Smith, Ed Graves;  Set Decoration:  Walter M. Scott, Stuart A. Reiss",Doctor Dolittle,NOMINATED
1967,1968,40,ART DIRECTION,Art Direction:  Robert Clatworthy;  Set Decoration:  Frank Tuttle,Guess Who's Coming to Dinner,NOMINATED
1967,1968,40,ART DIRECTION,"Art Direction:  Renzo Mongiardino, John DeCuir, Elven Webb, Giuseppe Mariani;  Set Decoration:  Dario Simoni, Luigi Gervasi",The Taming of the Shrew,NOMINATED
1967,1968,40,ART DIRECTION,"Art Direction:  Alexander Golitzen, George C. Webb;  Set Decoration:  Howard Bristol",Thoroughly Modern Millie,NOMINATED
1967,1968,40,CINEMATOGRAPHY,Burnett Guffey,Bonnie and Clyde,WINNER
1967,1968,40,CINEMATOGRAPHY,Richard H. Kline,Camelot,NOMINATED
1967,1968,40,CINEMATOGRAPHY,Robert Surtees,Doctor Dolittle,NOMINATED
1967,1968,40,CINEMATOGRAPHY,Robert Surtees,The Graduate,NOMINATED
1967,1968,40,CINEMATOGRAPHY,Conrad Hall,In Cold Blood,NOMINATED
1967,1968,40,COSTUME DESIGN,Theadora Van Runkle,Bonnie and Clyde,NOMINATED
1967,1968,40,COSTUME DESIGN,John Truscott,Camelot,WINNER
1967,1968,40,COSTUME DESIGN,Bill Thomas,The Happiest Millionaire,NOMINATED
1967,1968,40,COSTUME DESIGN,"Irene Sharaff, Danilo Donati",The Taming of the Shrew,NOMINATED
1967,1968,40,COSTUME DESIGN,Jean Louis,Thoroughly Modern Millie,NOMINATED
1967,1968,40,DIRECTING,Arthur Penn,Bonnie and Clyde,NOMINATED
1967,1968,40,DIRECTING,Mike Nichols,The Graduate,WINNER
1967,1968,40,DIRECTING,Stanley Kramer,Guess Who's Coming to Dinner,NOMINATED
1967,1968,40,DIRECTING,Richard Brooks,In Cold Blood,NOMINATED
1967,1968,40,DIRECTING,Norman Jewison,In the Heat of the Night,NOMINATED
1967,1968,40,DOCUMENTARY (Feature),"Pierre Schoendoerffer, Producer",The Anderson Platoon,WINNER
1967,1968,40,DOCUMENTARY (Feature),"Murray Lerner, Producer",Festival,NOMINATED
1967,1968,40,DOCUMENTARY (Feature),"Carroll Ballard, Producer",Harvest,NOMINATED
1967,1968,40,DOCUMENTARY (Feature),"Jack Le Vien, Producer",A King's Story,NOMINATED
1967,1968,40,DOCUMENTARY (Feature),"William C. Jersey, Producer",A Time for Burning,NOMINATED
1967,1968,40,DOCUMENTARY (Short Subject),"Charles E. Guggenheim, Producer",Monument to the Dream,NOMINATED
1967,1968,40,DOCUMENTARY (Short Subject),"Christopher Chapman, Producer",A Place to Stand,NOMINATED
1967,1968,40,DOCUMENTARY (Short Subject),"Mark Harris and Trevor Greenwood, Producers",The Redwoods,WINNER
1967,1968,40,DOCUMENTARY (Short Subject),"Robert Fitchett, Producer",See You at the Pillar,NOMINATED
1967,1968,40,DOCUMENTARY (Short Subject),"Carl V. Ragsdale, Producer",While I Run This Race,NOMINATED
1967,1968,40,FILM EDITING,Frank P. Keller,Beach Red,NOMINATED
1967,1968,40,FILM EDITING,Michael Luciano,The Dirty Dozen,NOMINATED
1967,1968,40,FILM EDITING,"Samuel E. Beetley, Marjorie Fowler",Doctor Dolittle,NOMINATED
1967,1968,40,FILM EDITING,Robert C. Jones,Guess Who's Coming to Dinner,NOMINATED
1967,1968,40,FILM EDITING,Hal Ashby,In the Heat of the Night,WINNER
1967,1968,40,FOREIGN LANGUAGE FILM,Czechoslovakia,Closely Watched Trains,WINNER
1967,1968,40,FOREIGN LANGUAGE FILM,Spain,El Amor Brujo,NOMINATED
1967,1968,40,FOREIGN LANGUAGE FILM,Yugoslavia,I Even Met Happy Gypsies,NOMINATED
1967,1968,40,FOREIGN LANGUAGE FILM,France,Live for Life,NOMINATED
1967,1968,40,FOREIGN LANGUAGE FILM,Japan,Portrait of Chieko,NOMINATED
1967,1968,40,MUSIC (Original Music Score),Lalo Schifrin,Cool Hand Luke,NOMINATED
1967,1968,40,MUSIC (Original Music Score),Leslie Bricusse,Doctor Dolittle,NOMINATED
1967,1968,40,MUSIC (Original Music Score),Richard Rodney Bennett,Far from the Madding Crowd,NOMINATED
1967,1968,40,MUSIC (Original Music Score),Quincy Jones,In Cold Blood,NOMINATED
1967,1968,40,MUSIC (Original Music Score),Elmer Bernstein,Thoroughly Modern Millie,WINNER
1967,1968,40,MUSIC (Scoring of Music--adaptation or treatment),"Alfred Newman, Ken Darby",Camelot,WINNER
1967,1968,40,MUSIC (Scoring of Music--adaptation or treatment),"Lionel Newman, Alexander Courage",Doctor Dolittle,NOMINATED
1967,1968,40,MUSIC (Scoring of Music--adaptation or treatment),DeVol,Guess Who's Coming to Dinner,NOMINATED
1967,1968,40,MUSIC (Scoring of Music--adaptation or treatment),"Andre Previn, Joseph Gershenson",Thoroughly Modern Millie,NOMINATED
1967,1968,40,MUSIC (Scoring of Music--adaptation or treatment),John Williams,Valley of the Dolls,NOMINATED
1967,1968,40,MUSIC (Song),Music and Lyrics by Terry Gilkyson,The Jungle Book,NOMINATED
1967,1968,40,MUSIC (Song),Music by Quincy Jones; Lyrics by Bob Russell,Banning,NOMINATED
1967,1968,40,MUSIC (Song),Music by Burt Bacharach; Lyrics by Hal David,Casino Royale,NOMINATED
1967,1968,40,MUSIC (Song),Music and Lyrics by Leslie Bricusse,Doctor Dolittle,WINNER
1967,1968,40,MUSIC (Song),Music and Lyrics by James Van Heusen and Sammy Cahn,Thoroughly Modern Millie,NOMINATED
1967,1968,40,BEST PICTURE,"Warren Beatty, Producer",Bonnie and Clyde,NOMINATED
1967,1968,40,BEST PICTURE,"Arthur P. Jacobs, Producer",Doctor Dolittle,NOMINATED
1967,1968,40,BEST PICTURE,"Lawrence Turman, Producer",The Graduate,NOMINATED
1967,1968,40,BEST PICTURE,"Stanley Kramer, Producer",Guess Who's Coming to Dinner,NOMINATED
1967,1968,40,BEST PICTURE,"Walter Mirisch, Producer",In the Heat of the Night,WINNER
1967,1968,40,SHORT SUBJECT (Cartoon),"Fred Wolf, Producer",The Box,WINNER
1967,1968,40,SHORT SUBJECT (Cartoon),"Jean-Charles Meunier, Producer",Hypothese Beta,NOMINATED
1967,1968,40,SHORT SUBJECT (Cartoon),"Robert Verrall and Wolf Koenig, Producers",What on Earth!,NOMINATED
1967,1968,40,SHORT SUBJECT (Live Action),"Julian Biggs, Producer",Paddle to the Sea,NOMINATED
1967,1968,40,SHORT SUBJECT (Live Action),"Christopher Chapman, Producer",A Place to Stand,WINNER
1967,1968,40,SHORT SUBJECT (Live Action),"John Ferno, Producer",Sky over Holland,NOMINATED
1967,1968,40,SHORT SUBJECT (Live Action),"Len Janson and Chuck Menville, Producers","Stop, Look and Listen",NOMINATED
1967,1968,40,SOUND,Warner Bros.-Seven Arts Studio Sound Department,Camelot,NOMINATED
1967,1968,40,SOUND,Metro-Goldwyn-Mayer Studio Sound Department,The Dirty Dozen,NOMINATED
1967,1968,40,SOUND,20th Century-Fox Studio Sound Department,Doctor Dolittle,NOMINATED
1967,1968,40,SOUND,Samuel Goldwyn Studio Sound Department,In the Heat of the Night,WINNER
1967,1968,40,SOUND,Universal City Studio Sound Department,Thoroughly Modern Millie,NOMINATED
1967,1968,40,SOUND EFFECTS,John Poyner,The Dirty Dozen,WINNER
1967,1968,40,SOUND EFFECTS,James A. Richard,In the Heat of the Night,NOMINATED
1967,1968,40,SPECIAL VISUAL EFFECTS,L. B. Abbott,Doctor Dolittle,WINNER
1967,1968,40,SPECIAL VISUAL EFFECTS,"Howard A. Anderson, Jr., Albert Whitlock",Tobruk,NOMINATED
1967,1968,40,WRITING (Screenplay--based on material from another medium),"Donn Pearce, Frank R. Pierson",Cool Hand Luke,NOMINATED
1967,1968,40,WRITING (Screenplay--based on material from another medium),"Calder Willingham, Buck Henry",The Graduate,NOMINATED
1967,1968,40,WRITING (Screenplay--based on material from another medium),Richard Brooks,In Cold Blood,NOMINATED
1967,1968,40,WRITING (Screenplay--based on material from another medium),Stirling Silliphant,In the Heat of the Night,WINNER
1967,1968,40,WRITING (Screenplay--based on material from another medium),"Joseph Strick, Fred Haines",Ulysses,NOMINATED
1967,1968,40,WRITING (Story and Screenplay--written directly for the screen),"David Newman, Robert Benton",Bonnie and Clyde,NOMINATED
1967,1968,40,WRITING (Story and Screenplay--written directly for the screen),Story by Robert Kaufman;  Screenplay by Norman Lear,Divorce American Style,NOMINATED
1967,1968,40,WRITING (Story and Screenplay--written directly for the screen),William Rose,Guess Who's Coming to Dinner,WINNER
1967,1968,40,WRITING (Story and Screenplay--written directly for the screen),Jorge Semprun,La Guerre Est Finie,NOMINATED
1967,1968,40,WRITING (Story and Screenplay--written directly for the screen),Frederic Raphael,Two for the Road,NOMINATED
1967,1968,40,JEAN HERSHOLT HUMANITARIAN AWARD,Gregory Peck,,WINNER
1967,1968,40,HONORARY AWARD, Arthur Freed for distinguished service to the Academy and the production of six top-rated Awards telecasts.,,WINNER
1967,1968,40,IRVING G. THALBERG MEMORIAL AWARD,Alfred Hitchcock,,WINNER
1968,1969,41,ACTOR,Alan Arkin,The Heart Is a Lonely Hunter,NOMINATED
1968,1969,41,ACTOR,Alan Bates,The Fixer,NOMINATED
1968,1969,41,ACTOR,Ron Moody,Oliver!,NOMINATED
1968,1969,41,ACTOR,Peter O'Toole,The Lion in Winter,NOMINATED
1968,1969,41,ACTOR,Cliff Robertson,Charly,WINNER
1968,1969,41,ACTOR IN A SUPPORTING ROLE,Jack Albertson,The Subject Was Roses,WINNER
1968,1969,41,ACTOR IN A SUPPORTING ROLE,Seymour Cassel,Faces,NOMINATED
1968,1969,41,ACTOR IN A SUPPORTING ROLE,Daniel Massey,Star!,NOMINATED
1968,1969,41,ACTOR IN A SUPPORTING ROLE,Jack Wild,Oliver!,NOMINATED
1968,1969,41,ACTOR IN A SUPPORTING ROLE,Gene Wilder,The Producers,NOMINATED
1968,1969,41,ACTRESS,Katharine Hepburn,The Lion in Winter,WINNER
1968,1969,41,ACTRESS,Patricia Neal,The Subject Was Roses,NOMINATED
1968,1969,41,ACTRESS,Vanessa Redgrave,Isadora,NOMINATED
1968,1969,41,ACTRESS,Barbra Streisand,Funny Girl,WINNER
1968,1969,41,ACTRESS,Joanne Woodward,"Rachel, Rachel",NOMINATED
1968,1969,41,ACTRESS IN A SUPPORTING ROLE,Lynn Carlin,Faces,NOMINATED
1968,1969,41,ACTRESS IN A SUPPORTING ROLE,Ruth Gordon,Rosemary's Baby,WINNER
1968,1969,41,ACTRESS IN A SUPPORTING ROLE,Sondra Locke,The Heart Is a Lonely Hunter,NOMINATED
1968,1969,41,ACTRESS IN A SUPPORTING ROLE,Kay Medford,Funny Girl,NOMINATED
1968,1969,41,ACTRESS IN A SUPPORTING ROLE,Estelle Parsons,"Rachel, Rachel",NOMINATED
1968,1969,41,ART DIRECTION,"Art Direction:  John Box, Terence Marsh;  Set Decoration:  Vernon Dixon, Ken Muggleston",Oliver!,WINNER
1968,1969,41,ART DIRECTION,"Art Direction:  George W. Davis, Edward Carfagno",The Shoes of the Fisherman,NOMINATED
1968,1969,41,ART DIRECTION,"Art Direction:  Boris Leven;  Set Decoration:  Walter M. Scott, Howard Bristol",Star!,NOMINATED
1968,1969,41,ART DIRECTION,"Art Direction:  Tony Masters, Harry Lange, Ernie Archer",2001: A Space Odyssey,NOMINATED
1968,1969,41,ART DIRECTION,"Art Direction:  Mikhail Bogdanov, Gennady Myasnikov;  Set Decoration:  G. Koshelev, V. Uvarov",War and Peace,NOMINATED
1968,1969,41,CINEMATOGRAPHY,Harry Stradling,Funny Girl,NOMINATED
1968,1969,41,CINEMATOGRAPHY,Daniel L. Fapp,Ice Station Zebra,NOMINATED
1968,1969,41,CINEMATOGRAPHY,Oswald Morris,Oliver!,NOMINATED
